Rank 	 Pose Confidence

1 	 0.8249865770339966
2 	 0.7146536707878113
3 	 0.6574586033821106
4 	 0.6430569887161255
5 	 0.6411476135253906
6 	 0.6257898211479187
7 	 0.5695732831954956
8 	 0.5550459027290344
9 	 0.45964011549949646
10 	 0.4483235776424408
11 	 0.3915058672428131
12 	 0.357130229473114
13 	 0.1748703420162201
14 	 0.07291800528764725
15 	 0.00466734915971756
16 	 -0.14866188168525696
17 	 -0.286289244890213
18 	 -0.2981731593608856
19 	 -0.4909261167049408
20 	 -1.3019832372665405
