Rank 	 Pose Confidence

1 	 0.8230639100074768
2 	 0.5667313933372498
3 	 0.5532969832420349
4 	 0.5517172813415527
5 	 0.4617486298084259
6 	 0.4006766974925995
7 	 0.34972336888313293
8 	 0.31498169898986816
9 	 0.27730298042297363
10 	 0.22365203499794006
11 	 0.17456135153770447
12 	 0.11625445634126663
13 	 0.006803065538406372
14 	 -0.004184611141681671
15 	 -0.09888983517885208
16 	 -0.1054702028632164
17 	 -0.22113534808158875
18 	 -0.33374014496803284
19 	 -0.35386958718299866
20 	 -0.770331621170044
