Rank 	 Pose Confidence

1 	 0.9134886264801025
2 	 0.7020958065986633
3 	 0.596370279788971
4 	 0.5105360150337219
5 	 0.22969186305999756
6 	 0.05732003599405289
7 	 -1.1208503246307373
8 	 -1.139488935470581
9 	 -1.201240062713623
10 	 -1.5246996879577637
11 	 -1.9343403577804565
12 	 -2.1035146713256836
13 	 -2.181509256362915
14 	 -2.4866433143615723
15 	 -2.614217519760132
16 	 -2.70215106010437
17 	 -3.141427755355835
18 	 -3.4860072135925293
19 	 -3.869110345840454
20 	 -4.061315059661865
