Rank 	 Pose Confidence

1 	 0.8689665794372559
2 	 0.8215627074241638
3 	 0.6737263798713684
4 	 0.6710349917411804
5 	 0.5105355978012085
6 	 0.47867944836616516
7 	 0.43984922766685486
8 	 0.2735002040863037
9 	 -0.439096063375473
10 	 -0.6718614101409912
11 	 -0.7999551892280579
12 	 -1.4830949306488037
13 	 -1.837661623954773
14 	 -1.8844685554504395
15 	 -2.2793824672698975
16 	 -2.3495631217956543
17 	 -2.7962241172790527
18 	 -2.8532426357269287
19 	 -2.9147467613220215
20 	 -3.0319275856018066
