Rank 	 Pose Confidence

1 	 0.8488816022872925
2 	 0.6229197382926941
3 	 0.5806106328964233
4 	 0.5714091062545776
5 	 0.5430917143821716
6 	 0.5333805680274963
7 	 0.48866555094718933
8 	 0.3309227526187897
9 	 0.1603085994720459
10 	 0.132310152053833
11 	 -0.21569392085075378
12 	 -0.22696340084075928
13 	 -0.24874040484428406
14 	 -0.3354608416557312
15 	 -0.46161362528800964
16 	 -0.4968210458755493
17 	 -0.5809619426727295
18 	 -0.6136263012886047
19 	 -0.6303017735481262
20 	 -0.6920651197433472
