Rank 	 Pose Confidence

1 	 0.8329687714576721
2 	 0.6574293375015259
3 	 0.6087091565132141
4 	 0.5510978102684021
5 	 0.5478985905647278
6 	 0.47373905777931213
7 	 0.424961656332016
8 	 0.4022974967956543
9 	 0.38401463627815247
10 	 0.36349549889564514
11 	 0.3328239321708679
12 	 0.2659468352794647
13 	 0.16870921850204468
14 	 -0.7431607842445374
15 	 -0.7625783085823059
16 	 -1.1266610622406006
17 	 -1.1366990804672241
18 	 -1.4703185558319092
19 	 -1.7677195072174072
20 	 -2.6749842166900635
