Rank 	 Pose Confidence

1 	 0.9825031161308289
2 	 0.9370144009590149
3 	 0.4900403320789337
4 	 0.204289972782135
5 	 -0.09907196462154388
6 	 -0.10194873064756393
7 	 -0.16125088930130005
8 	 -0.49488261342048645
9 	 -0.6757304668426514
10 	 -0.9213512539863586
11 	 -0.9981734156608582
12 	 -1.127751111984253
13 	 -1.2119463682174683
14 	 -1.3301185369491577
15 	 -1.3812546730041504
16 	 -1.563005805015564
17 	 -1.6292794942855835
18 	 -2.001328945159912
19 	 -2.117567300796509
20 	 -3.114544630050659
