Rank 	 Pose Confidence

1 	 0.8549026846885681
2 	 0.772900402545929
3 	 0.5683034062385559
4 	 0.4657987058162689
5 	 0.43188193440437317
6 	 0.30981871485710144
7 	 0.30004584789276123
8 	 0.29627981781959534
9 	 0.20058175921440125
10 	 0.11834985762834549
11 	 0.05496365576982498
12 	 -0.19128164649009705
13 	 -0.25722426176071167
14 	 -0.34466102719306946
15 	 -0.46521374583244324
16 	 -0.5341393947601318
17 	 -0.7360836863517761
18 	 -0.7768092155456543
19 	 -0.864259660243988
20 	 -2.06882381439209
