Rank 	 Pose Confidence

1 	 0.8423521518707275
2 	 0.8104529976844788
3 	 0.7788958549499512
4 	 0.7781974673271179
5 	 0.7655864357948303
6 	 0.7533149719238281
7 	 0.7140358090400696
8 	 0.6930556297302246
9 	 0.6869156360626221
10 	 0.6647021770477295
11 	 0.6510201096534729
12 	 0.6417612433433533
13 	 0.617254912853241
14 	 0.39059606194496155
15 	 0.2117057740688324
16 	 -0.028981678187847137
17 	 -0.17759403586387634
18 	 -0.9595754146575928
19 	 -1.2198377847671509
20 	 -1.3851691484451294
